,user_id,movie_id,rating,timestamp,gender,age,occupation,zip,title,genres,for_testing
322334,4021,357,4,965524040,M,50,20,95236,Four Weddings and a Funeral (1994),Comedy|Romance,False
19699,1626,3105,4,974723643,M,18,4,10010,Awakenings (1990),Drama,False
132255,5728,1552,4,958466882,F,35,20,09824,Con Air (1997),Action|Adventure|Thriller,False
831602,676,3387,1,976165869,M,18,16,55129,Who's Harry Crumb? (1989),Comedy,False
464107,1586,904,5,974738025,M,45,7,77351,Rear Window (1954),Mystery|Thriller,False
648058,5678,1301,5,958627069,M,35,17,98103,Forbidden Planet (1956),Sci-Fi,False
486803,4118,3703,5,983346779,M,25,3,91221,Mad Max 2 (a.k.a. The Road Warrior) (1981),Action|Sci-Fi,False
69542,3812,2916,4,965956961,M,35,17,78749,Total Recall (1990),Action|Adventure|Sci-Fi|Thriller,False
545979,2895,1230,5,972417191,M,25,11,07039,Annie Hall (1977),Comedy|Romance,False
403039,1426,1356,2,974859847,M,18,14,94070,Star Trek: First Contact (1996),Action|Adventure|Sci-Fi,False
354977,676,1393,4,975683743,M,18,16,55129,Jerry Maguire (1996),Drama|Romance,False
611441,3683,70,3,966522792,M,25,2,30606,From Dusk Till Dawn (1996),Action|Comedy|Crime|Horror|Thriller,False
362078,5749,58,3,962843038,M,25,2,94117,"Postino, Il (The Postman) (1994)",Drama|Romance,False
776793,4391,1021,3,965159051,F,18,4,43402,Angels in the Outfield (1994),Children's|Comedy,False
613018,5852,1645,3,958103435,F,25,1,94044,"Devil's Advocate, The (1997)",Crime|Horror|Mystery|Thriller,False
949911,1449,1128,2,974825975,M,35,20,17112,"Fog, The (1980)",Horror,False
199582,5728,552,4,958466882,F,35,20,09824,"Three Musketeers, The (1993)",Action|Adventure|Comedy,False
733851,1272,1199,5,974818433,M,18,20,49506,Brazil (1985),Sci-Fi,False
569215,2085,441,5,974655081,M,18,0,06360,Dazed and Confused (1993),Comedy,False
750569,3242,3763,3,968342717,M,50,13,94089,F/X (1986),Action|Crime|Thriller,False
735980,1680,2149,1,974709860,M,25,20,95380,House II: The Second Story (1987),Comedy|Horror,False
234008,4457,215,4,965078038,M,35,14,95492,Before Sunrise (1995),Drama|Romance,False
728016,2279,1222,3,974560917,M,50,7,08816,Full Metal Jacket (1987),Action|Drama|War,False
176668,4653,1968,3,963939181,M,35,12,95051,"Breakfast Club, The (1985)",Comedy|Drama,False
554244,3272,2046,4,968200672,M,35,0,08330,Flight of the Navigator (1986),Adventure|Children's|Sci-Fi,False
506990,2974,62,4,971034111,M,18,4,48105,Mr. Holland's Opus (1995),Drama,False
379224,4274,2314,2,965300914,F,45,1,04258,Beloved (1998),Drama,False
915501,3885,929,4,972021766,M,25,12,92728,Foreign Correspondent (1940),Thriller,False
209894,2015,2115,5,974757178,M,18,4,01003,Indiana Jones and the Temple of Doom (1984),Action|Adventure,False
810688,1599,3088,4,974828145,M,25,0,92646,Harvey (1950),Comedy,False
207343,4009,2617,1,965544641,M,18,7,44039,"Mummy, The (1999)",Action|Adventure|Horror|Thriller,False
221835,3860,3527,4,965860499,M,45,17,44129,Predator (1987),Action|Sci-Fi|Thriller,False
872827,5054,1978,1,962488100,M,35,2,20818,Friday the 13th Part V: A New Beginning (1985),Horror,False
272267,4626,1923,2,964112918,M,25,14,97219,There's Something About Mary (1998),Comedy,False
867666,1880,2829,2,974701128,M,35,0,91006,"Muse, The (1999)",Comedy|Drama,False
839275,5005,2331,3,962593465,M,45,16,92807,Living Out Loud (1998),Comedy|Romance,False
814176,203,1680,4,976929210,F,18,4,53715,Sliding Doors (1998),Drama|Romance,False
272783,1831,2580,4,974701974,M,18,4,53190,Go (1999),Crime,False
815631,6016,1183,3,956958162,M,45,1,37209,"English Patient, The (1996)",Drama|Romance|War,False
487210,1333,926,3,974778203,M,25,17,06460,All About Eve (1950),Drama,False
729581,5103,2478,3,962780973,F,35,16,78222,Three Amigos! (1986),Comedy|Western,False
864067,2402,2110,2,974262727,M,45,17,32024,Dead Men Don't Wear Plaid (1982),Comedy|Crime|Thriller,False
352550,1675,1221,3,975242715,F,25,6,97116,"Godfather: Part II, The (1974)",Action|Crime|Drama,False
417339,4661,1233,5,963866935,M,45,15,85255,"Boat, The (Das Boot) (1981)",Action|Drama|War,False
874031,109,1359,4,977527359,M,45,15,92028,Jingle All the Way (1996),Adventure|Children's|Comedy,False
743735,3099,2259,3,969593848,M,25,17,20910,Blame It on Rio (1984),Comedy|Romance,False
662716,3371,2739,2,1020106922,M,25,2,55405,"Color Purple, The (1985)",Drama,False
746271,5337,2917,4,960746253,F,35,3,02725-1010,Body Heat (1981),Crime|Thriller,False
638821,1721,3156,1,974706974,M,18,19,70043,Bicentennial Man (1999),Comedy|Drama|Sci-Fi,False
529022,3483,2012,4,967067461,F,45,7,30260,Back to the Future Part III (1990),Comedy|Sci-Fi|Western,False
944969,3272,1515,4,971257254,M,35,0,08330,Volcano (1997),Drama|Thriller,False
447143,2376,1278,4,974339738,M,25,1,13210,Young Frankenstein (1974),Comedy|Horror,False
147045,588,1953,3,975937673,F,25,11,23220,"French Connection, The (1971)",Action|Crime|Drama|Thriller,False
296238,3600,1517,4,966619520,M,35,20,94506,Austin Powers: International Man of Mystery (1997),Comedy,False
400843,5652,3160,4,958846739,M,18,0,47901,Magnolia (1999),Drama,False
905122,4472,1228,3,965066386,F,45,16,14424,Raging Bull (1980),Drama,False
105476,6002,1690,3,960004777,M,50,0,43231,Alien: Resurrection (1997),Action|Horror|Sci-Fi,False
488187,5281,3704,3,961098466,M,25,2,90210,Mad Max Beyond Thunderdome (1985),Action|Sci-Fi,False
107188,293,2858,4,976560464,M,56,1,55337-4056,American Beauty (1999),Comedy|Drama,False
41685,173,1,4,995304562,M,25,0,45237,Toy Story (1995),Animation|Children's|Comedy,False
118954,5453,480,4,959928023,M,18,4,30305,Jurassic Park (1993),Action|Adventure|Sci-Fi,False
287757,5755,908,4,958264875,F,35,2,78744,North by Northwest (1959),Drama|Thriller,False
670063,4291,3635,3,965274529,M,35,14,98125,"Spy Who Loved Me, The (1977)",Action,False
96215,321,110,5,976416147,M,18,4,55128,Braveheart (1995),Action|Drama|War,False
147884,477,1597,4,976219943,M,35,14,55410,Conspiracy Theory (1997),Action|Mystery|Romance|Thriller,False
496485,233,1032,5,976794629,F,45,20,37919-4204,Alice in Wonderland (1951),Animation|Children's|Musical,False
400073,1303,3160,5,974786229,M,25,19,94111,Magnolia (1999),Drama,False
190482,1474,2997,5,974753261,M,25,4,98115,Being John Malkovich (1999),Comedy,False
433451,2529,153,2,974062691,F,35,9,95903,Batman Forever (1995),Action|Adventure|Comedy|Crime,False
472338,3410,2174,3,967420248,M,35,1,20653,Beetlejuice (1988),Comedy|Fantasy,False
817372,1483,1333,4,974758901,M,18,4,54481,"Birds, The (1963)",Horror,False
442160,5518,1918,3,959658307,M,50,17,78666,Lethal Weapon 4 (1998),Action|Comedy|Crime|Drama,False
72204,3163,1210,5,968868101,M,18,15,95616,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Romance|Sci-Fi|War,False
808192,176,1297,3,977099391,F,18,3,55016,Real Genius (1985),Comedy,False
792209,4181,122,2,965331791,F,25,7,33177,Boomerang (1992),Comedy|Romance,False
592410,1496,141,3,974754037,M,25,17,94108,"Birdcage, The (1996)",Comedy,False
774449,1837,416,2,976025596,M,25,2,08817,Bad Girls (1994),Western,False
201393,3626,733,5,966612511,M,25,17,75075,"Rock, The (1996)",Action|Adventure|Thriller,False
800275,1579,1208,5,974736609,M,25,0,60201,Apocalypse Now (1979),Drama|War,False
334457,2427,3536,3,990800305,F,25,14,94010,Keeping the Faith (2000),Comedy|Romance,False
278383,5026,3176,2,962587089,M,25,17,92584,"Talented Mr. Ripley, The (1999)",Drama|Mystery|Thriller,False
259782,3142,2716,3,968990474,M,25,20,85719,Ghostbusters (1984),Comedy|Horror,False
938712,4483,1605,3,965019483,F,25,6,72703,Excess Baggage (1997),Adventure|Romance,False
639233,2857,2287,3,972508690,M,25,0,10469,Them! (1954),Sci-Fi|Thriller|War,False
533591,3751,541,4,966130334,F,35,12,55555,Blade Runner (1982),Film-Noir|Sci-Fi,False
157003,570,380,3,976000675,M,25,4,33314,True Lies (1994),Action|Adventure|Comedy|Romance,False
187330,1624,2735,3,975590010,M,25,0,06810,"Golden Child, The (1986)",Action|Adventure|Comedy,False
771397,3140,1298,2,969037121,F,25,4,78728,Pink Floyd - The Wall (1982),Drama|Musical|War,False
102101,134,589,3,978037903,M,25,0,66212,Terminator 2: Judgment Day (1991),Action|Sci-Fi|Thriller,False
490046,2931,858,5,980751571,M,18,4,16803,"Godfather, The (1972)",Action|Crime|Drama,False
893122,2109,3342,3,974656355,M,25,16,13090,Birdy (1984),Drama|War,False
982809,1447,433,4,981023107,M,18,4,80521,Clean Slate (1994),Comedy,False
50718,5837,1028,5,957846047,M,25,7,60607,Mary Poppins (1964),Children's|Comedy|Musical,False
589144,499,2243,3,976212980,F,25,1,55108,Broadcast News (1987),Comedy|Drama|Romance,False
595188,5795,3005,1,958062792,M,25,1,92688,"Bone Collector, The (1999)",Thriller,False
916999,1926,3330,4,974770524,F,1,0,95404,Splendor in the Grass (1961),Drama,False
422287,2273,2124,4,974568145,M,25,6,23235,"Addams Family, The (1991)",Comedy,False
517732,452,3675,4,976234301,M,50,17,55117,White Christmas (1954),Musical,False
492974,1600,2405,3,974732874,M,35,7,08234,"Jewel of the Nile, The (1985)",Action|Adventure|Comedy|Romance,False
869171,5504,371,3,959738180,M,45,7,85287-2702,"Paper, The (1994)",Comedy|Drama,False
572156,5367,2106,1,960512260,M,18,4,55344,Swing Kids (1993),Drama|War,False
746269,5329,2917,4,961011222,F,25,5,91773,Body Heat (1981),Crime|Thriller,False
61820,4560,647,3,964649191,M,25,0,69301,Courage Under Fire (1996),Drama|War,False
862363,4064,1984,3,965478921,M,45,0,20851,Halloween III: Season of the Witch (1983),Horror,False
196607,2576,1580,4,973898466,M,18,17,97030,Men in Black (1997),Action|Adventure|Comedy|Sci-Fi,False
838120,5333,2171,5,960825222,F,25,7,02332,"Next Stop, Wonderland (1998)",Comedy|Drama|Romance,False
339365,5792,2966,4,1001009065,M,25,17,43201,"Straight Story, The (1999)",Drama,False
319162,5405,1897,3,960253545,F,50,7,12866,High Art (1998),Drama|Romance,False
239744,510,2700,5,976206127,M,18,12,55109,"South Park: Bigger, Longer and Uncut (1999)",Animation|Comedy,False
920356,5682,79,3,1043615915,M,18,0,23455-4959,"Juror, The (1996)",Drama|Thriller,False
490564,4328,858,5,965244163,M,50,3,75650,"Godfather, The (1972)",Action|Crime|Drama,False
756045,2188,2144,5,1014498732,F,18,19,60641,Sixteen Candles (1984),Comedy,False
554492,4048,2047,4,965500827,F,35,1,89431,"Gnome-Mobile, The (1967)",Children's,False
763159,3111,719,5,969481059,M,18,4,56520,Multiplicity (1996),Comedy,False
775551,1425,1457,3,977590886,M,1,10,08872,Fools Rush In (1997),Comedy|Romance,False
77015,2820,3578,3,1003972277,F,35,0,02138,Gladiator (2000),Action|Drama,False
198566,438,1261,3,976674902,M,18,11,53705,Evil Dead II (Dead By Dawn) (1987),Action|Adventure|Comedy|Horror,False
910458,1748,3808,4,974711668,M,50,1,04240,Two Women (La Ciociara) (1961),Drama|War,False
357167,5824,1682,4,957968269,M,18,12,18052,"Truman Show, The (1998)",Drama,False
235310,195,3793,3,1015894769,M,25,12,10458,X-Men (2000),Action|Sci-Fi,False
289812,3327,1729,3,967896759,M,18,12,91423,Jackie Brown (1997),Crime|Drama,False
600514,2485,2676,4,974145937,M,35,14,95746,Instinct (1999),Drama|Thriller,False
389299,385,1678,5,976301153,M,25,6,68131,"Joy Luck Club, The (1993)",Drama,False
27312,3724,527,5,966223900,M,35,6,77083,Schindler's List (1993),Drama|War,False
260606,5367,2716,4,960499718,M,18,4,55344,Ghostbusters (1984),Comedy|Horror,False
687325,1181,1321,3,976064864,M,35,7,20716,"American Werewolf in London, An (1981)",Horror,False
838332,1632,1964,1,974717503,M,25,16,94120,Klute (1971),Drama|Mystery,False
282387,3418,2599,5,967397127,F,18,3,22305,Election (1999),Comedy,False
780982,4957,2412,2,962758949,M,25,2,48197,Rocky V (1990),Action|Drama,False
255557,5854,377,5,957745925,M,45,7,33135,Speed (1994),Action|Romance|Thriller,False
84692,5118,1610,4,962297119,M,1,10,95123,"Hunt for Red October, The (1990)",Action|Thriller,False
427709,3389,1831,2,967581685,M,18,0,13603,Lost in Space (1998),Action|Sci-Fi|Thriller,False
261931,2627,2289,5,973628662,M,25,1,06877,"Player, The (1992)",Comedy|Drama,False
106007,1038,2852,5,974989556,F,56,15,20194,"Soldier's Story, A (1984)",Drama,False
262820,3790,162,5,966040078,F,25,17,94618,Crumb (1994),Documentary,False
744327,4543,3634,4,966915789,M,25,2,11105,Seven Days in May (1964),Thriller,False
300443,2747,1449,5,973211434,F,18,4,90025,Waiting for Guffman (1996),Comedy,False
453843,1285,1283,5,975915013,M,35,4,98125,High Noon (1952),Western,False
764868,4312,724,3,965260685,M,25,18,78757,"Craft, The (1996)",Drama|Horror,False
976288,1569,3559,4,974738903,F,56,13,07701,Limelight (1952),Drama,False
15646,5239,2918,5,961442731,M,35,7,07043,Ferris Bueller's Day Off (1986),Comedy,False
932160,4345,417,3,966267891,F,25,14,44304,Barcelona (1994),Comedy|Romance,False
181354,2102,1247,5,974656541,M,25,11,48825,"Graduate, The (1967)",Drama|Romance,False
65294,3971,2268,4,965860474,F,18,4,80228,"Few Good Men, A (1992)",Crime|Drama,False
589990,935,2694,2,975183464,M,35,14,60538,Big Daddy (1999),Comedy,False
832241,5131,1895,2,962131807,F,25,1,77707,Can't Hardly Wait (1998),Comedy|Drama|Romance,False
284190,295,2959,5,976526358,M,18,0,80203,Fight Club (1999),Drama,False
271775,2529,1923,3,974060974,F,35,9,95903,There's Something About Mary (1998),Comedy,False
299524,352,1730,4,976330615,M,18,4,60115,Kundun (1997),Drama,False
2590,3304,914,4,968007739,F,45,5,92649,My Fair Lady (1964),Musical|Romance,False
820093,1561,1295,5,985295670,F,18,4,11214,"Unbearable Lightness of Being, The (1988)",Drama,False
720759,163,799,2,977323137,M,18,4,85013,"Frighteners, The (1996)",Comedy|Horror,False
695932,1264,785,4,975885307,M,25,1,53711,Kingpin (1996),Comedy,False
983364,2063,3945,3,999935813,M,25,4,43138,Digimon: The Movie (2000),Adventure|Animation|Children's,False
514496,1194,2005,3,974851062,F,25,1,95617,"Goonies, The (1985)",Adventure|Children's|Fantasy,False
928250,3608,801,4,966612775,F,35,9,02879,Harriet the Spy (1996),Children's|Comedy,False
28124,5954,527,5,957702685,M,45,11,70802,Schindler's List (1993),Drama|War,False
514724,3261,2005,4,968936596,M,45,20,87505,"Goonies, The (1985)",Adventure|Children's|Fantasy,False
558344,1117,3448,4,975956023,M,18,14,10017,"Good Morning, Vietnam (1987)",Comedy|Drama|War,False
666055,5387,261,4,960340654,F,25,1,45056,Little Women (1994),Drama,False
793959,4180,3364,4,965331549,M,56,13,13502,"Asphalt Jungle, The (1950)",Crime|Film-Noir,False
565864,119,2907,5,977468100,F,1,10,77515,Superstar (1999),Comedy,False
5933,92,1197,5,977646874,F,18,4,44243,"Princess Bride, The (1987)",Action|Adventure|Comedy|Romance,False
553240,5847,2111,4,957792263,F,18,4,02464,"Man with Two Brains, The (1983)",Comedy,False
268659,5228,2291,1,961472128,M,1,0,75070,Edward Scissorhands (1990),Drama|Romance,False
931811,2750,156,5,973199299,F,25,15,91360,Blue in the Face (1995),Comedy,False
250687,1146,50,5,974937792,F,18,16,80260,"Usual Suspects, The (1995)",Crime|Thriller,False
365706,1532,1411,3,974824502,M,18,14,43613,Hamlet (1996),Drama,False
922785,4810,2672,3,962934302,M,18,12,80526,"Thirteenth Floor, The (1999)",Drama|Sci-Fi|Thriller,False
973352,3885,2513,2,967652829,M,25,12,92728,Pet Sematary (1989),Horror,False
719164,4592,3052,4,964303890,M,18,4,66044,Dogma (1999),Comedy,False
34896,5111,1566,4,962424427,M,35,2,78006,Hercules (1997),Adventure|Animation|Children's|Comedy|Musical,False
215602,5485,1214,5,959832987,M,25,4,08544,Alien (1979),Action|Horror|Sci-Fi|Thriller,False
142544,5003,2571,5,962591586,M,35,12,49508,"Matrix, The (1999)",Action|Sci-Fi|Thriller,False
236783,291,509,5,976564669,M,35,12,55110,"Piano, The (1993)",Drama|Romance,False
870510,2334,2468,3,974430834,F,56,7,01562,Jumpin' Jack Flash (1986),Action|Comedy|Romance|Thriller,False
149989,3032,1954,5,970342466,M,25,0,47303,Rocky (1976),Action|Drama,False
513872,1331,1203,5,974950383,M,45,0,12065,12 Angry Men (1957),Drama,False
702345,1983,2949,5,974685248,M,25,14,92109,Dr. No (1962),Action,False
311607,136,562,5,977530885,M,18,2,21202,Welcome to the Dollhouse (1995),Comedy|Drama,False
570219,3861,3182,5,965857164,M,18,4,12604,Mr. Death: The Rise and Fall of Fred A. Leuchter Jr. (1999),Documentary,False
117829,2688,480,3,978835098,M,25,17,54915,Jurassic Park (1993),Action|Adventure|Sci-Fi,False
726799,5811,3258,5,957946228,M,18,4,60202,Death Becomes Her (1992),Comedy,False
688988,372,1258,5,980449257,F,18,4,72227,"Shining, The (1980)",Horror,False
213746,5550,2951,4,959469722,M,35,15,48187,"Fistful of Dollars, A (1964)",Action|Western,False
616681,3817,1805,5,965950385,M,35,3,20122,Wild Things (1998),Crime|Drama|Mystery|Thriller,False
429143,1314,586,4,975532701,F,18,4,68154,Home Alone (1990),Children's|Comedy,False
563409,264,3101,1,976713234,M,35,0,20755,Fatal Attraction (1987),Thriller,False
564960,1015,342,4,979452077,M,35,3,11220,Muriel's Wedding (1994),Comedy|Romance,False
541293,1101,2968,5,974923412,M,35,1,06417,Time Bandits (1981),Adventure|Fantasy|Sci-Fi,False
413350,3622,1223,4,966570221,M,18,1,02446,"Grand Day Out, A (1992)",Animation|Comedy,False
417949,1367,1307,5,974769274,M,25,12,53707,When Harry Met Sally... (1989),Comedy|Romance,False
508682,1019,2000,2,975008473,M,35,1,60640,Lethal Weapon (1987),Action|Comedy|Crime|Drama,False
514736,3345,2005,3,967777428,M,25,7,18655,"Goonies, The (1985)",Adventure|Children's|Fantasy,False
705068,4416,1219,4,965324807,M,18,4,02134,Psycho (1960),Horror|Thriller,False
843583,2627,1172,4,987168534,M,25,1,06877,Cinema Paradiso (1988),Comedy|Drama|Romance,False
15482,4596,2918,4,964222175,F,18,4,94611,Ferris Bueller's Day Off (1986),Comedy,False
426839,5848,1256,5,957781730,M,50,20,20009,Duck Soup (1933),Comedy|War,False
180124,1698,1245,5,974708437,M,35,2,97214,Miller's Crossing (1990),Drama,False
998454,3675,1144,4,966365401,M,35,7,06680,"Line King: Al Hirschfeld, The (1996)",Documentary,False
484737,3184,924,5,968707813,F,25,18,21214,2001: A Space Odyssey (1968),Drama|Mystery|Sci-Fi|Thriller,False
117142,1228,480,4,976753749,M,25,1,94720,Jurassic Park (1993),Action|Adventure|Sci-Fi,False
481400,4958,3489,4,1046454320,M,18,7,55403,Hook (1991),Adventure|Fantasy,False
41709,236,1,4,976765293,M,25,5,55126,Toy Story (1995),Animation|Children's|Comedy,False
98796,2010,2278,3,974676219,M,18,4,81520,Ronin (1998),Action|Crime|Thriller,False
104936,1758,1690,2,974790869,F,25,0,33067-1400,Alien: Resurrection (1997),Action|Horror|Sci-Fi,False
44969,5779,1961,4,958159775,M,25,5,10011,Rain Man (1988),Drama,False
465693,824,1292,3,975377726,M,35,12,94530,Being There (1979),Comedy,False
649199,5413,2542,4,960239184,M,35,1,59801,"Lock, Stock & Two Smoking Barrels (1998)",Comedy|Crime|Thriller,False
426251,5333,3869,3,976568765,F,25,7,02332,"Naked Gun 2 1/2: The Smell of Fear, The (1991)",Comedy,False
93998,3709,3255,4,966275934,M,25,12,89502,"League of Their Own, A (1992)",Comedy|Drama,False
248680,5468,6,4,967830295,M,25,12,94618,Heat (1995),Action|Crime|Thriller,False
285070,3848,2959,5,965879847,M,25,15,70809-2612,Fight Club (1999),Drama,False
729000,2457,3917,2,974180489,M,25,0,60656,Hellraiser (1987),Horror,False
13340,3272,595,4,968198148,M,35,0,08330,Beauty and the Beast (1991),Animation|Children's|Musical,False
276960,854,3249,3,975351579,F,25,16,44092,"Hand That Rocks the Cradle, The (1992)",Thriller,False
950039,5767,1128,4,959056330,M,25,2,75287,"Fog, The (1980)",Horror,False
504038,5371,1125,4,978983794,M,25,11,55408,"Return of the Pink Panther, The (1974)",Comedy,False
167573,4930,3095,4,962654911,M,50,17,63033,"Grapes of Wrath, The (1940)",Drama,False
11089,193,919,5,977020714,F,45,15,44106,"Wizard of Oz, The (1939)",Adventure|Children's|Drama|Musical,False
